Number 1,Dataset,Pnumber,Cellline,Rawfile,Name,PX Accession,intrument,,00523_D02_P003815_B0L_A00_R1.RAW,PXD005940
371,full proteome of 59 cell lines,P001748,IGROV-1,000287_D06_P001748_B00H_A00_R1.RAW,IGROV-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00469_D05_P003376_B00F_A00_R1.RAW,PXD005946
372,full proteome of 59 cell lines,P001748,IGROV-1,000287_E05_P001748_B00A_A00_R1.RAW,IGROV-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_G02_P001562_B00C_A00_R1.RAW,PXD005946
373,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_D05_P001749_B00L_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00298_F06_P001899_B00J_A00_R1.RAW,PXD005946
374,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_H04_P001749_B00H_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_H01_P001360_B00H_A00_R1.RAW,PXD005946
375,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_B04_P001749_B00B_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_E09_P001355_B00I_A00_R1.RAW,PXD005946
376,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_C04_P001749_B00C_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_H02_P001905_B00D_A00_R1.RAW,PXD005946
377,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_B05_P001749_B00J_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_B01_P001570_B00B_A00_R1.RAW,PXD005946
378,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_F04_P001749_B00F_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_B05_P001906_B00J_A00_R2.RAW,PXD005946
379,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_E04_P001749_B00E_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_C06_P001357_B00G_A00_R1.RAW,PXD005946
380,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_C05_P001749_B00K_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00469_H04_P003376_B00B_A00_R1.RAW,PXD005946
381,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_G04_P001749_B00G_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_A03_P003359_B00E_A00_R1.RAW,PXD005946
382,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_D04_P001749_B00D_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000279_E04_P001744_A00_B00E_R1.RAW,PXD005946
383,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_A05_P001749_B00I_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_H03_P003196_B00L_A00_R1.RAW,PXD005946
384,full proteome of 59 cell lines,P001749,SK-MEL-2,00287_A04_P001749_B00A_A00_R1.RAW,SK-MEL-2 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_B06_P003198_B00F_A00_R1.RAW,PXD005946
385,full proteome of 59 cell lines,P001750,SR,00287_B03_P001750_B00F_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_E01_P001561_B00E_A00_R1.RAW,PXD005946
386,full proteome of 59 cell lines,P001750,SR,00287_C03_P001750_B00G_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_D08_P003199_B00L_A00_R1.RAW,PXD005946
387,full proteome of 59 cell lines,P001750,SR,00287_H02_P001750_B00D_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_G05_P001357_B00C_A00_R1.RAW,PXD005946
388,full proteome of 59 cell lines,P001750,SR,00287_E03_P001750_B00I_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_A01_P001570_B00A_A00_R1.RAW,PXD005946
389,full proteome of 59 cell lines,P001750,SR,00287_F03_P001750_B00J_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_B03_P001390_B00C_A00_R1.RAW,PXD005946
390,full proteome of 59 cell lines,P001750,SR,00287_A03_P001750_B00E_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00279_E03_P001745_B00I_A00_R1.RAW,PXD005946
391,full proteome of 59 cell lines,P001750,SR,00287_D03_P001750_B00H_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_F01_P001904_B00F_A00_R1.RAW,PXD005946
392,full proteome of 59 cell lines,P001750,SR,00287_E02_P001750_B00A_A00_R2.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_C10_P003362_B00C_A00_R1.RAW,PXD005946
393,full proteome of 59 cell lines,P001750,SR,00287_F02_P001750_B00B_A00_R2.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_D05_P001358_B00L_A00_R1.RAW,PXD005946
394,full proteome of 59 cell lines,P001750,SR,00287_H03_P001750_B00L_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00483_B01_P003487_B00B_A00_R2.RAW,PXD005946
395,full proteome of 59 cell lines,P001750,SR,00287_G03_P001750_B00K_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_F06_P003206_B00J_A00_R1.RAW,PXD005946
396,full proteome of 59 cell lines,P001750,SR,00287_G02_P001750_B00C_A00_R1.RAW,SR cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_F09_P001355_B00J_A00_R1.RAW,PXD005946
397,full proteome of 59 cell lines,P001888,OVCAR-4,00297_D02_P001888_B00L_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_B05_P001389_B00G_A00_R1.RAW,PXD005946
398,full proteome of 59 cell lines,P001888,OVCAR-4,00297_E01_P001888_B00E_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000297_B08_P001892_A00_B00J_R1.RAW,PXD005946
399,full proteome of 59 cell lines,P001888,OVCAR-4,00297_F01_P001888_B00F_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00298_H06_P001899_B00L_A00_R1.RAW,PXD005946
400,full proteome of 59 cell lines,P001888,OVCAR-4,00297_C02_P001888_B00K_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_H11_P003361_B00D_A00_R1.RAW,PXD005946
401,full proteome of 59 cell lines,P001888,OVCAR-4,00297_A02_P001888_B00I_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_G04_P001749_B00G_A00_R1.RAW,PXD005946
402,full proteome of 59 cell lines,P001888,OVCAR-4,00297_G01_P001888_B00G_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00471_D02_P003383_B00L_A00_R1.RAW,PXD005946
403,full proteome of 59 cell lines,P001888,OVCAR-4,00297_C01_P001888_B00C_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000256_F04_P0001568_A00_B00F_R1.RAW,PXD005946
404,full proteome of 59 cell lines,P001888,OVCAR-4,00297_A01_P001888_B00A_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00297_F05_P001891_B00B_A00_R2.RAW,PXD005946
405,full proteome of 59 cell lines,P001888,OVCAR-4,00297_D01_P001888_B00D_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_E02_P001905_B00A_A00_R1.RAW,PXD005946
406,full proteome of 59 cell lines,P001888,OVCAR-4,00297_B02_P001888_B00J_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000287_D02_P0001751_A00_B00L_R1.RAW,PXD005946
407,full proteome of 59 cell lines,P001888,OVCAR-4,00297_H01_P001888_B00H_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_F02_P001562_B00B_A00_R1.RAW,PXD005946
408,full proteome of 59 cell lines,P001888,OVCAR-4,00297_B01_P001888_B00B_A00_R1.RAW,OVCAR-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000261_B04_P0001563_A00_B00B_R1.RAW,PXD005946
409,full proteome of 59 cell lines,P001891,UACC-62,00297_H06_P001891_B00L_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_G02_P001359_B00C_A00_R1.RAW,PXD005946
410,full proteome of 59 cell lines,P001891,UACC-62,00297_F06_P001891_B00J_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_F06_P001357_B00J_A00_R1.RAW,PXD005946
411,full proteome of 59 cell lines,P001891,UACC-62,00297_H05_P001891_B00D_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_F04_P003358_B00F_A00_R1.RAW,PXD005946
412,full proteome of 59 cell lines,P001891,UACC-62,00297_G06_P001891_B00K_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_B08_P003207_B00J_A00_R1.RAW,PXD005946
413,full proteome of 59 cell lines,P001891,UACC-62,00297_B06_P001891_B00F_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_C04_P001390_B00L_A00_R1.RAW,PXD005946
414,full proteome of 59 cell lines,P001891,UACC-62,00297_C06_P001891_B00G_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_A01_P001561_B00A_A00_R1.RAW,PXD005946
415,full proteome of 59 cell lines,P001891,UACC-62,00297_D06_P001891_B00H_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00297_E06_P001891_B00I_A00_R1.RAW,PXD005946
416,full proteome of 59 cell lines,P001891,UACC-62,00297_F05_P001891_B00B_A00_R2.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_E03_P001562_B00I_A00_R1.RAW,PXD005946
417,full proteome of 59 cell lines,P001891,UACC-62,00297_E05_P001891_B00A_A00_R2.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_E07_P003364_B00E_A00_R1.RAW,PXD005946
418,full proteome of 59 cell lines,P001891,UACC-62,00297_A06_P001891_B00E_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_C07_P001566_B00C_A00_R1.RAW,PXD005946
419,full proteome of 59 cell lines,P001891,UACC-62,00297_G05_P001891_B00C_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_G06_P003206_B00K_A00_R1.RAW,PXD005946
420,full proteome of 59 cell lines,P001891,UACC-62,00297_E06_P001891_B00I_A00_R1.RAW,UACC-62 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00279_F02_P001745_B00B_A00_R1.RAW,PXD005946
421,full proteome of 59 cell lines,P001892,COLO 205,000297_B08_P001892_A00_B00J_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_H01_P003203_B00H_A00_R2.RAW,PXD005946
422,full proteome of 59 cell lines,P001892,COLO 205,000297_C08_P001892_A00_B00K_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_D07_P001387_B00A_A00_R1.RAW,PXD005946
423,full proteome of 59 cell lines,P001892,COLO 205,000297_A07_P001892_A00_B00A_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00297_H05_P001891_B00D_A00_R1.RAW,PXD005946
424,full proteome of 59 cell lines,P001892,COLO 205,000297_B07_P001892_A00_B00B_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_B07_P001356_B00B_A00_R1.RAW,PXD005946
425,full proteome of 59 cell lines,P001892,COLO 205,000297_D08_P001892_A00_B00L_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_G04_P003197_B00G_A00_R1.RAW,PXD005946
426,full proteome of 59 cell lines,P001892,COLO 205,000297_F07_P001892_A00_B00F_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_H04_P003358_B00H_A00_R1.RAW,PXD005946
427,full proteome of 59 cell lines,P001892,COLO 205,000297_C07_P001892_A00_B00C_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00297_F01_P001888_B00F_A00_R1.RAW,PXD005946
428,full proteome of 59 cell lines,P001892,COLO 205,000297_D07_P001892_A00_B00D_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00297_E01_P001888_B00E_A00_R1.RAW,PXD005946
429,full proteome of 59 cell lines,P001892,COLO 205,000297_A08_P001892_A00_B00I_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00471_D05_P003381_B00L_A00_R1.RAW,PXD005946
430,full proteome of 59 cell lines,P001892,COLO 205,000297_G07_P001892_A00_B00G_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_B03_P003196_B00F_A00_R1.RAW,PXD005946
431,full proteome of 59 cell lines,P001892,COLO 205,000297_E07_P001892_A00_B00E_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_H04_P001906_B00H_A00_R2.RAW,PXD005946
432,full proteome of 59 cell lines,P001892,COLO 205,000297_H07_P001892_A00_B00H_R1.RAW,Colo-205 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000279_D05_P001744_A00_B00L_R1.RAW,PXD005946
433,full proteome of 59 cell lines,P001897,UACC-257,00298_E02_P001897_B00A_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_G06_P001567_B00K_A00_R1.RAW,PXD005946
434,full proteome of 59 cell lines,P001897,UACC-257,00298_C03_P001897_B00G_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_G08_P003208_B00K_A00_R1.RAW,PXD005946
435,full proteome of 59 cell lines,P001897,UACC-257,00298_F03_P001897_B00J_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000287_G01_P0001751_A00_B00G_R1.RAW,PXD005946
436,full proteome of 59 cell lines,P001897,UACC-257,00298_D03_P001897_B00H_A00_R2.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_C06_P001388_B00D_A00_R1.RAW,PXD005946
437,full proteome of 59 cell lines,P001897,UACC-257,00298_F02_P001897_B00B_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_H01_P001904_B00H_A00_R1.RAW,PXD005946
438,full proteome of 59 cell lines,P001897,UACC-257,00298_G02_P001897_B00C_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_A06_P001388_B00B_A00_R1.RAW,PXD005946
439,full proteome of 59 cell lines,P001897,UACC-257,00298_G03_P001897_B00K_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_C02_P003360_B00K_A00_R1.RAW,PXD005946
440,full proteome of 59 cell lines,P001897,UACC-257,00298_E03_P001897_B00I_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00524_A04_P003820_B00A_A00_R1.RAW,PXD005946
441,full proteome of 59 cell lines,P001897,UACC-257,00298_A03_P001897_B00E_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_A07_P001566_B00A_A00_R1.RAW,PXD005946
442,full proteome of 59 cell lines,P001897,UACC-257,00298_B03_P001897_B00F_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_C09_P001386_B00D_A00_R1.RAW,PXD005946
443,full proteome of 59 cell lines,P001897,UACC-257,00298_H02_P001897_B00D_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_F01_P001360_B00F_A00_R1.RAW,PXD005946
444,full proteome of 59 cell lines,P001897,UACC-257,00298_H03_P001897_B00L_A00_R1.RAW,UACC-257 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_G07_P003208_B00C_A00_R1.RAW,PXD005946
445,full proteome of 59 cell lines,P001899,SNB-19,00298_C06_P001899_B00G_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_A01_P001360_B00A_A00_R1.RAW,PXD005946
446,full proteome of 59 cell lines,P001899,SNB-19,00298_E06_P001899_B00I_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_H05_P001564_B00D_A00_R1.RAW,PXD005946
447,full proteome of 59 cell lines,P001899,SNB-19,00298_D06_P001899_B00H_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_D05_P001389_B00I_A00_R1.RAW,PXD005946
448,full proteome of 59 cell lines,P001899,SNB-19,00298_F06_P001899_B00J_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00469_H05_P003376_B00J_A00_R1.RAW,PXD005946
449,full proteome of 59 cell lines,P001899,SNB-19,00298_B06_P001899_B00F_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_B07_P001388_B00K_A00_R1.RAW,PXD005946
450,full proteome of 59 cell lines,P001899,SNB-19,00298_H06_P001899_B00L_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_H06_P003198_B00L_A00_R1.RAW,PXD005946
451,full proteome of 59 cell lines,P001899,SNB-19,00298_A06_P001899_B00E_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_G10_P003201_B00G_A00_R2.RAW,PXD005946
452,full proteome of 59 cell lines,P001899,SNB-19,00298_H05_P001899_B00D_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000256_H04_P0001568_A00_B00H_R1.RAW,PXD005946
453,full proteome of 59 cell lines,P001899,SNB-19,00298_E05_P001899_B00A_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_B12_P003361_B00F_A00_R1.RAW,PXD005946
454,full proteome of 59 cell lines,P001899,SNB-19,00298_G06_P001899_B00K_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_C02_P001561_B00K_A00_R1.RAW,PXD005946
455,full proteome of 59 cell lines,P001899,SNB-19,00298_F05_P001899_B00B_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_G03_P001562_B00K_A00_R1.RAW,PXD005946
456,full proteome of 59 cell lines,P001899,SNB-19,00298_G05_P001899_B00C_A00_R1.RAW,SNB-19 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_D04_P001749_B00D_A00_R1.RAW,PXD005946
457,full proteome of 59 cell lines,P001903,786-O,00298_D12_P001903_B00H_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_A08_P003199_B00I_A00_R1.RAW,PXD005946
458,full proteome of 59 cell lines,P001903,786-O,00298_F12_P001903_B00J_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_H02_P001359_B00D_A00_R1.RAW,PXD005946
459,full proteome of 59 cell lines,P001903,786-O,00298_H11_P001903_B00D_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_E03_P001750_B00I_A00_R1.RAW,PXD005946
460,full proteome of 59 cell lines,P001903,786-O,00298_C12_P001903_B00G_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00524_B04_P003820_B00B_A00_R1.RAW,PXD005946
461,full proteome of 59 cell lines,P001903,786-O,00298_A12_P001903_B00E_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_G07_P001387_B00D_A00_R1.RAW,PXD005946
462,full proteome of 59 cell lines,P001903,786-O,00298_E12_P001903_B00I_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_D08_P001747_B00L_A00_R1.RAW,PXD005946
463,full proteome of 59 cell lines,P001903,786-O,00298_H12_P001903_B00L_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_A04_P003205_B00A_A00_R2.RAW,PXD005946
464,full proteome of 59 cell lines,P001903,786-O,00298_E11_P001903_B00A_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_A04_P001749_B00A_A00_R1.RAW,PXD005946
465,full proteome of 59 cell lines,P001903,786-O,00298_G11_P001903_B00C_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00298_H03_P001897_B00L_A00_R1.RAW,PXD005946
466,full proteome of 59 cell lines,P001903,786-O,00298_G12_P001903_B00K_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000279_D04_P001744_A00_B00D_R1.RAW,PXD005946
467,full proteome of 59 cell lines,P001903,786-O,00298_F11_P001903_B00B_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_D03_P003204_B00H_A00_R1.RAW,PXD005946
468,full proteome of 59 cell lines,P001903,786-O,00298_B12_P001903_B00F_A00_R1.RAW,RCC 786-O cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_B02_P003203_B00J_A00_R2.RAW,PXD005946
469,full proteome of 59 cell lines,P001904,HL-60,00296_C01_P001904_B00C_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000261_B05_P0001563_A00_B00J_R1.RAW,PXD005946
470,full proteome of 59 cell lines,P001904,HL-60,00296_D01_P001904_B00D_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_B08_P001566_B00J_A00_R1.RAW,PXD005946
471,full proteome of 59 cell lines,P001904,HL-60,00296_C02_P001904_B00K_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_D04_P003358_B00D_A00_R1.RAW,PXD005946
472,full proteome of 59 cell lines,P001904,HL-60,00296_H01_P001904_B00H_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_A03_P003196_B00E_A00_R1.RAW,PXD005946
473,full proteome of 59 cell lines,P001904,HL-60,00296_B02_P001904_B00J_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_A06_P001357_B00E_A00_R1.RAW,PXD005946
474,full proteome of 59 cell lines,P001904,HL-60,00296_A02_P001904_B00I_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00471_A02_P003383_B00I_A00_R1.RAW,PXD005946
475,full proteome of 59 cell lines,P001904,HL-60,00296_A01_P001904_B00A_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_C11_P003201_B00K_A00_R1.RAW,PXD005946
476,full proteome of 59 cell lines,P001904,HL-60,00296_B01_P001904_B00B_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_D03_P001569_B00H_A00_R1.RAW,PXD005946
477,full proteome of 59 cell lines,P001904,HL-60,00296_E01_P001904_B00E_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_G08_P001355_B00C_A00_R1.RAW,PXD005946
478,full proteome of 59 cell lines,P001904,HL-60,00296_F01_P001904_B00F_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_H02_P003196_B00D_A00_R1.RAW,PXD005946
479,full proteome of 59 cell lines,P001904,HL-60,00296_D02_P001904_B00L_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_D03_P001390_B00E_A00_R1.RAW,PXD005946
480,full proteome of 59 cell lines,P001904,HL-60,00296_G01_P001904_B00G_A00_R1.RAW,HL-60 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000256_E04_P0001568_A00_B00E_R1.RAW,PXD005946
481,full proteome of 59 cell lines,P001905,SW620,00296_E02_P001905_B00A_A00_R1.RAW,SW-620 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00471_F04_P003381_B00F_A00_R1.RAW,PXD005946
482,full proteome of 59 cell lines,P001905,SW620,00296_D03_P001905_B00H_A00_R1.RAW,SW-620 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_B04_P003197_B00B_A00_R2.RAW,PXD005946
