source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[scan window lower limit]	comment[scan window upper limit]	factor value[disease]
PXD010437-Sample-180	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 180	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2545-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2545-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-181	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 181	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2547-01A-01_D_W_JHU_140616.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2547-01A-01_D_W_JHU_140616.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-182	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 182	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2547-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2547-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-183	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 183	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2549-01A-01_D_W_JHU_140612.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2549-01A-01_D_W_JHU_140612.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-184	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 184	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2549-01A-01_S_W_JHU_141031.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2549-01A-01_S_W_JHU_141031.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-185	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 185	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-59-2352-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-59-2352-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-186	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 186	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-59-2352-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-59-2352-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-187	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 187	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-59-2372-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-59-2372-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-188	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 188	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-59-2372-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-59-2372-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-189	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 189	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1724-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1724-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-190	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 190	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1724-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1724-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-191	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 191	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1727-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1727-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-192	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 192	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1727-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1727-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-193	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 193	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1741-01A-02_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1741-01A-02_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-194	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 194	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1741-01A-02_S_W_JHU_141105.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1741-01A-02_S_W_JHU_141105.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-195	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 195	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1907-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1907-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-196	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 196	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1907-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1907-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-197	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 197	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1910-01A-01_D_W_JHU_140616.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1910-01A-01_D_W_JHU_140616.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-198	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 198	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1910-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1910-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-199	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 199	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1911-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1911-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-200	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 200	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1911-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1911-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-201	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 201	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1915-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1915-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-202	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 202	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1915-01A-01_S_W_JHU_141102.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1915-01A-01_S_W_JHU_141102.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-203	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 203	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1918-01A-01_D_W_JHU_140817.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1918-01A-01_D_W_JHU_140817.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-204	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 204	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1918-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1918-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-205	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 205	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1995-01A-01_D_W_JHU_140720.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1995-01A-01_D_W_JHU_140720.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-206	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 206	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-1995-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-1995-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-207	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 207	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-2008-01A-02_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-2008-01A-02_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-208	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 208	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-2008-01A-02_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-2008-01A-02_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-209	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 209	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-2094-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-2094-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-210	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 210	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-2094-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-2094-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-211	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 211	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-2613-01A-01_D_W_JHU_140719.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-2613-01A-01_D_W_JHU_140719.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-212	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 212	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-61-2613-01A-01_S_W_JHU_141105.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-61-2613-01A-01_S_W_JHU_141105.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
